,Price,SQFT,rooms,Des
168,₹ 39 Lac,"1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
169,"₹ 37 - 39 Lac
₹ 3,511/sq.ft.","1,037-1,127 sq.ft.
(96-105 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
170,"₹ 21 Lac
₹ 1,826/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Dholai
171,"₹ 58 Lac
₹ 3,429/sq.ft.","1,691 sq.ft.
(157 sq.m.) Super built-up Area",3 BHK,3 BHK Residential Apartment in Mansarovar
172,"₹ 14.65 - 74.75 Lac
₹ 1,661/sq.ft.","882-4,500 sq.ft.
(82-418 sq.m.) Plot Area",,Residential land / Plot in Thikariya
173,"₹ 1.75 Cr
₹ 4,360/sq.ft.","4,014 sq.ft.
(373 sq.m.) Plot Area",,Residential land / Plot in sirsiroad
174,₹ 40 Lac,"1,300 sq.ft.
(121 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Jagatpura
175,"₹ 15 Lac
₹ 2,529/sq.ft.","593 sq.ft.
(55 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
176,"₹ 70 Lac
₹ 3,181/sq.ft.","2,200 sq.ft.
(204 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
177,"₹ 23.5 Lac
₹ 3,893/sq.ft.","603 sq.ft.
(56 sq.m.) Built-up Area",2 BHK,2 Bedroom Independent House in Mahapura
178,"₹ 35 Lac
₹ 3,349/sq.ft.","1,045 sq.ft.
(97 sq.m.) Super built-up Area",2 BHK,2 BHK Residential Apartment in Mansarovar Extension
179,"₹ 60 Lac
₹ 3,448/sq.ft.","1,740 sq.ft.
(162 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
180,"₹ 28 Lac
₹ 2,666/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Muhana
181,"₹ 28 Lac
₹ 2,666/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Patrakar Colony
182,₹ 71 Lac,"1,546 sq.ft.
(144 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
183,₹ 48.5 Lac,"1,315 sq.ft.
(122 sq.m.) Built-up Area",3 BHK,3 Bedroom Independent House in Bhankrota
184,"₹ 20.57 - 74.52 Lac
₹ 1,656/sq.ft.","1,242-4,499 sq.ft.
(115-418 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
185,"₹ 18.9 Lac
₹ 3,123/sq.ft.","605 sq.ft.
(56 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
186,"₹ 65 Lac
₹ 2,500/sq.ft.","2,600 sq.ft.
(242 sq.m.) Built-up Area","5 BHK
5 Baths",5 Bedroom Independent House in Ajmer Road
187,"₹ 44.9 Lac
₹ 2,565/sq.ft.","1,750 sq.ft.
(163 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
188,"₹ 73.8 Lac
₹ 2,650/sq.ft.","2,785 sq.ft.
(259 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Ajmer Road
189,"₹ 76.72 - 76.72 Lac
₹ 2,650/sq.ft.","2,895 sq.ft.
(269 sq.m.) Super built-up Area",,3 BHK Residential Apartment in Ajmer Road
190,"₹ 62 - 75 Lac
₹ 2,653/sq.ft.","2,276-2,904 sq.ft.
(211-270 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Ajmer Road
191,"₹ 34.71 - 37.51 Lac
₹ 2,350/sq.ft.","1,477-1,596 sq.ft.
(137-148 sq.m.) Super built-up Area",,3 BHK Residential Apartment in Ajmer Road
192,"₹ 76.52 Lac
₹ 2,350/sq.ft.","3,256 sq.ft.
(302 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Ajmer Road
193,"₹ 29.96 - 33.6 Lac
₹ 2,350/sq.ft.","1,275-1,430 sq.ft.
(118-133 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Ajmer Road
194,"₹ 39.48 - 52.73 Lac
₹ 2,350/sq.ft.","1,680-2,244 sq.ft.
(156-208 sq.m.) Super built-up Area",,3 BHK Residential Apartment in Ajmer Road
195,"₹ 36.89 - 49.01 Lac
₹ 3,099/sq.ft.","1,190-1,581 sq.ft.
(111-147 sq.m.) Super built-up Area",,3 BHK Residential Apartment in Tonk Road
196,"₹ 24.8 - 30.41 Lac
₹ 3,098/sq.ft.","800-981 sq.ft.
(74-91 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Tonk Road
197,"₹ 3.71 Cr
₹ 11,910/sq.ft.","3,115 sq.ft.
(289 sq.m.) Super built-up Area",4 BHK,4 BHK Residential Apartment in C-Scheme
198,"₹ 60 Lac
₹ 3,409/sq.ft.","1,760 sq.ft.
(164 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
199,"₹ 45 Lac
₹ 2,255/sq.ft.","1,995 sq.ft.
(185 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
200,"₹ 70 - 72.8 Lac
₹ 3,173/sq.ft.","2,200-2,300 sq.ft.
(204-214 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
201,"₹ 28 Lac
₹ 3,110/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
202,Price on Request,"2,045 sq.ft.
(190 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Tonk Road
203,₹ 35 Lac,"1,400 sq.ft.
(130 sq.m.) Super built-up Area",3 BHK,3 BHK Residential Apartment in Mansarovar Extension
204,"₹ 39 Lac
₹ 3,246/sq.ft.","1,201 sq.ft.
(112 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
205,"₹ 17.9 - 89.74 Lac
₹ 1,988/sq.ft.","900-4,511 sq.ft.
(84-419 sq.m.) Plot Area",,Residential land / Plot in Mahapura
206,"₹ 30.1 Lac
₹ 1,672/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahapura
207,"₹ 50.9 Lac
₹ 2,482/sq.ft.","2,050 sq.ft.
(190 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Ajmer Road
208,"₹ 14.65 Lac
₹ 2,344/sq.ft.","625 sq.ft.
(58 sq.m.) Super built-up Area",2 BHK,2 BHK Residential Apartment in Jagatpura
209,"₹ 27 Lac
₹ 1,442/sq.ft.","1,872 sq.ft.
(174 sq.m.) Plot Area",,Residential land / Plot in Mahapura
210,"₹ 46 Lac
₹ 1,460/sq.ft.","3,150 sq.ft.
(293 sq.m.) Plot Area",,Residential land / Plot in Mahapura
211,"₹ 29 Lac
₹ 3,411/sq.ft.","850 sq.ft.
(79 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
212,"₹ 38 Lac
₹ 3,076/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Civil Lines
213,"₹ 19.67 - 27.57 Lac
₹ 2,350/sq.ft.","837-1,173 sq.ft.
(78-109 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Ajmer Road
214,"₹ 29.9 Lac
₹ 2,345/sq.ft.","1,275 sq.ft.
(118 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
215,"₹ 39.5 Lac
₹ 1,567/sq.ft.","2,520 sq.ft.
(234 sq.m.) Plot Area",,Residential land / Plot in Mahapura
216,"₹ 29 Lac
₹ 1,933/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
217,"₹ 78 Lac
₹ 72,222/sq.ft.","108 sq.ft.
(10 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in gandhi path west vaishali nagar ext .
218,"₹ 1.11 Cr
₹ 7,475/sq.ft.","1,242 sq.ft.
(115 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
219,"₹ 40 Lac
₹ 2,222/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Manglam Kanak Vrindavan
220,"₹ 39.5 Lac
₹ 2,358/sq.ft.","1,675 sq.ft.
(156 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
221,₹ 48.5 Lac,"1,315 sq.ft.
(122 sq.m.) Built-up Area",3 BHK,3 Bedroom Independent House in Bhankrota
222,"₹ 94.13 Lac
₹ 3,850/sq.ft.","2,445 sq.ft.
(227 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Vaishali Nagar
223,"₹ 1.2 Cr
₹ 1,333/sq.ft.","9,000 sq.ft.
(836 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
224,"₹ 39.2 Lac
₹ 1,556/sq.ft.","2,520 sq.ft.
(234 sq.m.) Plot Area",,Residential land / Plot in Mahapura
225,"₹ 61 Lac
₹ 2,548/sq.ft.","2,394 sq.ft.
(222 sq.m.) Plot Area",,"Residential land / Plot in Bajri Mandi Road , Panchawala"
226,"₹ 22.22 Lac
₹ 2,222/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
227,"₹ 46.5 Lac
₹ 2,793/sq.ft.","1,665 sq.ft.
(155 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Ajmer Road
228,"₹ 75 Lac
₹ 6,510/sq.ft.","1,152 sq.ft.
(107 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path(west)
229,"₹ 1.4 Cr
₹ 7,821/sq.ft.","1,790 sq.ft.
(166 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Vaishali Nagar
230,"₹ 34.5 Lac
₹ 1,278/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
231,"₹ 52 Lac
₹ 7,222/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
232,"₹ 28.8 Lac
₹ 889/sq.ft.","3,240 sq.ft.
(301 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
233,"₹ 21 Lac
₹ 2,980/sq.ft.","704 sq.ft.
(65 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Gandhi Path
234,"₹ 67 Lac
₹ 3,611/sq.ft.","1,855 sq.ft.
(172 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
235,"₹ 35.99 Lac
₹ 2,249/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
236,"₹ 70 Lac
₹ 3,338/sq.ft.","2,097 sq.ft.
(195 sq.m.) Plot Area",,Residential land / Plot in bajarimandi basant vihar
237,"₹ 1 Cr
₹ 3,573/sq.ft.","2,799 sq.ft.
(260 sq.m.) Plot Area",,Residential land / Plot in bajari mandi
238,"₹ 93 Lac
₹ 29,903/sq.ft.","311 sq.ft.
(29 sq.m.) Plot Area",,Residential land / Plot in kanak varindawan
239,"₹ 65 Lac
₹ 3,344/sq.ft.","1,944 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in vaishali estate
240,"₹ 47 Lac
₹ 6,963/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Lalarpura
241,"₹ 52 Lac
₹ 7,222/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
242,"₹ 68.35 Lac
₹ 3,500/sq.ft.","1,952 sq.ft.
(181 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Kanakpura
243,"₹ 62 Lac
₹ 5,103/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
244,"₹ 30 Lac
₹ 2,000/sq.ft.","1,499 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
245,"₹ 28 Lac
₹ 3,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in gandhi path west vaishali nagar ext..
246,"₹ 65 Lac
₹ 7,222/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
247,"₹ 68 Lac
₹ 3,777/sq.ft.","855 sq.ft.
(79 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in mansarover
248,"₹ 52 Lac
₹ 7,222/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
249,"₹ 1.2 Cr
₹ 6,355/sq.ft.","1,888 sq.ft.
(175 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
250,"₹ 95 Lac
₹ 7,649/sq.ft.","1,242 sq.ft.
(115 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
251,"₹ 49 Lac
₹ 3,475/sq.ft.","1,410 sq.ft.
(131 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
252,"₹ 70 Lac
₹ 7,778/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Karni place road
253,"₹ 32 Lac
₹ 2,374/sq.ft.","1,348 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
254,"₹ 36.5 Lac
₹ 2,701/sq.ft.","1,351 sq.ft.
(126 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
255,"₹ 51 Lac
₹ 6,590/sq.ft.","773 sq.ft.
(72 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jaisinghpura
256,"₹ 45 Lac
₹ 30,000/sq.ft.","150 sq.ft.
(14 sq.m.) Plot Area",,Residential land / Plot in amarpali nagar
257,"₹ 2.15 Cr
₹ 7,398/sq.ft.","2,906 sq.ft.
(270 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in chitrakoot
258,"₹ 95 Lac
₹ 3,973/sq.ft.","2,391 sq.ft.
(222 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Kanakpura
259,"₹ 2.6 Cr
₹ 8,254/sq.ft.","3,150 sq.ft.
(293 sq.m.) Plot Area",,Residential land / Plot in Hanuman Nagar
260,"₹ 8.5 Cr
₹ 22,703/sq.ft.","3,744 sq.ft.
(348 sq.m.) Plot Area","5 BHK
6 Baths",5 Bedroom Independent House in Vaishali Nagar
261,"₹ 2.4 Cr
₹ 8,889/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Hanuman Nagar
262,"₹ 2.66 Cr
₹ 7,000/sq.ft.","3,800 sq.ft.
(353 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bhagwandas Road
263,"₹ 32 Lac
₹ 2,461/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
264,"₹ 32 Lac
₹ 4,000/sq.ft.","800 sq.ft.
(74 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Sirsi Road
265,"₹ 49 Lac
₹ 3,629/sq.ft.","1,350 sq.ft.
(125 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
266,"₹ 37 Lac
₹ 2,312/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
267,"₹ 41 Lac
₹ 3,727/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
268,"₹ 50 Lac
₹ 3,571/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
269,"₹ 49 Lac
₹ 3,500/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
270,"₹ 38 Lac
₹ 3,454/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
271,"₹ 30 Lac
₹ 4,166/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Bindayaka
272,"₹ 38 Lac
₹ 5,277/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Bindayaka
273,"₹ 19.5 Lac
₹ 3,009/sq.ft.","648 sq.ft.
(60 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Sirsi Road
274,"₹ 75 Lac
₹ 3,294/sq.ft.","2,277 sq.ft.
(212 sq.m.) Plot Area",,Residential land / Plot in Meena Wala
275,"₹ 72 Lac
₹ 6,896/sq.ft.","1,044 sq.ft.
(97 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
276,"₹ 51 Lac
₹ 6,000/sq.ft.","850 sq.ft.
(79 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Vaishali Nagar
277,"₹ 80 Lac
₹ 68,965/sq.ft.","116 sq.ft.
(11 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Estate
278,"₹ 49 Lac
₹ 3,629/sq.ft.","1,350 sq.ft.
(125 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar
279,"₹ 43 Lac
₹ 2,928/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
280,"₹ 24 Lac
₹ 8,000/sq.ft.","300 sq.ft.
(28 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
281,"₹ 58 Lac
₹ 3,249/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
282,"₹ 50 Lac
₹ 3,164/sq.ft.","1,580 sq.ft.
(147 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
283,"₹ 37 Lac
₹ 3,564/sq.ft.","1,037 sq.ft.
(96 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
284,"₹ 38 Lac
₹ 2,733/sq.ft.","1,390 sq.ft.
(129 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
285,"₹ 62.12 - 72.94 Lac
₹ 3,500/sq.ft.","1,827-2,026 sq.ft.
(170-188 sq.m.) Built-up Area",,3 Bedroom Independent House in Tonk Road
286,"₹ 31 Lac
₹ 2,934/sq.ft.","1,056 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
287,"₹ 46.9 Lac
₹ 3,362/sq.ft.","1,394 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar Extension
288,"₹ 5.4 Cr
₹ 6,667/sq.ft.","8,100 sq.ft.
(753 sq.m.) Plot Area",,Residential land / Plot in Hanuman Nagar Extension
289,"₹ 32 Lac
₹ 889/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
290,"₹ 2.66 Cr
₹ 9,444/sq.ft.","2,817 sq.ft.
(262 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
291,"₹ 20 Lac
₹ 2,000/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
292,"₹ 36 Lac
₹ 2,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
293,"₹ 54 Lac
₹ 2,000/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
294,"₹ 33.79 Lac
₹ 1,877/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahapura
295,"₹ 33 Lac
₹ 1,833/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahapura
296,"₹ 25.5 Lac
₹ 14,166/sq.ft.","180 sq.ft.
(17 sq.m.) Plot Area",,Residential land / Plot in Thikariya
297,"₹ 38.64 Lac
₹ 1,989/sq.ft.","1,942 sq.ft.
(180 sq.m.) Plot Area",,Residential land / Plot in Mahapura
298,"₹ 19.89 Lac
₹ 1,989/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahapura
299,"₹ 17.9 Lac
₹ 1,989/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
300,"₹ 21.88 Lac
₹ 1,989/sq.ft.","1,099 sq.ft.
(102 sq.m.) Plot Area",,Residential land / Plot in Mahapura
301,"₹ 31.85 Lac
₹ 1,989/sq.ft.","1,601 sq.ft.
(149 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
302,"₹ 63.64 Lac
₹ 1,989/sq.ft.","3,199 sq.ft.
(297 sq.m.) Plot Area",,Residential land / Plot in Mahapura
303,"₹ 89.73 Lac
₹ 1,989/sq.ft.","4,511 sq.ft.
(419 sq.m.) Plot Area",,Residential land / Plot in Mahapura
304,"₹ 28.87 Lac
₹ 1,989/sq.ft.","1,451 sq.ft.
(135 sq.m.) Plot Area",,Residential land / Plot in Mahapura
305,"₹ 81.54 Lac
₹ 1,989/sq.ft.","4,099 sq.ft.
(381 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
306,"₹ 32.74 Lac
₹ 1,993/sq.ft.","1,643 sq.ft.
(153 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
307,"₹ 44.28 Lac
₹ 1,989/sq.ft.","2,226 sq.ft.
(207 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
308,"₹ 38.78 Lac
₹ 1,989/sq.ft.","1,949 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
309,"₹ 43.91 Lac
₹ 1,989/sq.ft.","2,207 sq.ft.
(205 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
310,"₹ 17.9 Lac
₹ 1,989/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
311,"₹ 48.73 Lac
₹ 1,989/sq.ft.","2,449 sq.ft.
(228 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
312,"₹ 28.87 Lac
₹ 1,989/sq.ft.","1,451 sq.ft.
(135 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
313,"₹ 19.89 Lac
₹ 1,989/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
314,"₹ 37 Lac
₹ 2,701/sq.ft.","1,370 sq.ft.
(127 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
315,"₹ 39 Lac
₹ 3,975/sq.ft.","981 sq.ft.
(91 sq.m.) Plot Area",,Residential land / Plot in Gandhi Path
316,"₹ 50 Lac
₹ 1,111/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
317,"₹ 3.25 Cr
₹ 9,028/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Hanuman Nagar Extension
318,"₹ 3.81 Cr
₹ 7,222/sq.ft.","5,274 sq.ft.
(490 sq.m.) Plot Area",,Residential land / Plot in Hanuman Nagar Extension
319,"₹ 29.8 Lac
₹ 1,656/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
320,"₹ 60 Lac
₹ 4,226/sq.ft.","1,420 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
321,"₹ 28 Lac
₹ 2,666/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
322,"₹ 40 Lac
₹ 2,758/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
323,"₹ 37 Lac
₹ 2,740/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar Extension
324,"₹ 26.5 Lac
₹ 2,208/sq.ft.","1,200 sq.ft.
(111 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
325,"₹ 1.25 Cr
₹ 3,333/sq.ft.","3,744 sq.ft.
(348 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
326,₹ 25.11 - 27.5 Lac,"933-1,065 sq.ft.
(87-99 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Sikar Road
327,"₹ 17.78 Lac
₹ 1,779/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
328,"₹ 65 Lac
₹ 3,328/sq.ft.","1,953 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Vaishali Estate Gandhi Path
329,"₹ 1.2 Cr
₹ 4,040/sq.ft.","2,970 sq.ft.
(276 sq.m.) Plot Area",,Residential land / Plot in Lalarpura
330,"₹ 1.7 Cr
₹ 3,895/sq.ft.","4,365 sq.ft.
(406 sq.m.) Plot Area",,Residential land / Plot in Sirsi Road
331,"₹ 20 Lac
₹ 4,444/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Gandhi Path West Abhishek Vihar
332,"₹ 80 Lac
₹ 4,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in gandhi path west
333,"₹ 80 Lac
₹ 4,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in gandhi path west
334,"₹ 61.75 Lac
₹ 3,167/sq.ft.","1,944 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
335,"₹ 45 Lac
₹ 4,055/sq.ft.","1,110 sq.ft.
(103 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
336,"₹ 46 Lac
₹ 2,875/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagdamba Nagar
337,"₹ 21 Lac
₹ 1,400/sq.ft.","1,499 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Bindayaka
