,Price,SQFT,rooms,Des
1573,"₹ 15.55 Lac
₹ 1,295/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mahindra City
1574,"₹ 71.3 Lac
₹ 6,889/sq.ft.","1,035 sq.ft.
(96 sq.m.) Plot Area",,Residential land / Plot in Bais Godam
1575,"₹ 14.65 Lac
₹ 1,871/sq.ft.","783 sq.ft.
(73 sq.m.) Plot Area",,Residential land / Plot in Bhankrota
1576,"₹ 1.5 Cr
₹ 5,000/sq.ft.","3,000 sq.ft.
(279 sq.m.) Plot Area","5 BHK
5 Baths",5 Bedroom Independent House in Jhotwara
1577,"₹ 1.92 Cr
₹ 6,981/sq.ft.","2,750 sq.ft.
(255 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bapu Nagar
1578,"₹ 47.6 Lac
₹ 2,222/sq.ft.","2,142 sq.ft.
(199 sq.m.) Plot Area",,Residential land / Plot in panchawala
1579,"₹ 1.25 Cr
₹ 5,208/sq.ft.","2,400 sq.ft.
(223 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Bani Park
1580,"₹ 35 Lac
₹ 1,944/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1581,"₹ 63 Lac
₹ 5,478/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vivek Vihar
1582,"₹ 4 Lac
₹ 666/sq.ft.","600 sq.ft.
(56 sq.m.) Plot Area",,Residential land / Plot in Vatika
1583,"₹ 65 Lac
₹ 5,642/sq.ft.","1,152 sq.ft.
(107 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Patrakar Colony
1584,"₹ 30 Lac
₹ 2,222/sq.ft.","1,350 sq.ft.
(125 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ramsinghpura
1585,"₹ 55 Lac
₹ 3,793/sq.ft.","1,450 sq.ft.
(135 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Indira Gandhi Nagar
1586,"₹ 24 Lac
₹ 3,692/sq.ft.","650 sq.ft.
(60 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Sector-9 Malviya Nagar
1587,"₹ 76 Lac
₹ 2,000/sq.ft.","4,050 sq.ft.
(376 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1588,"₹ 15 Lac
₹ 2,164/sq.ft.","693 sq.ft.
(64 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Govindpura
1589,"₹ 13 Lac
₹ 1,301/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1590,"₹ 91 Lac
₹ 4,042/sq.ft.","2,285 sq.ft.
(212 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ramnagariya
1591,"₹ 1.3 Cr
₹ 4,815/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Sirsi Road
1592,"₹ 60 Lac
₹ 5,000/sq.ft.","1,200 sq.ft.
(111 sq.m.) Plot Area",,Residential land / Plot in Budhsinghpura
1593,"₹ 5.15 Lac
₹ 345/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
1594,"₹ 1.1 Cr
₹ 4,839/sq.ft.","2,273 sq.ft.
(211 sq.m.) Carpet Area","4 BHK
3 Baths",4 Bedroom Independent House in Kalwar Road
1595,"₹ 22.5 Lac
₹ 2,102/sq.ft.","1,070 sq.ft.
(99 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1596,"₹ 25 Lac
₹ 1,389/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1597,"₹ 70 Lac
₹ 3,626/sq.ft.","1,930 sq.ft.
(179 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Patrakar Colony
1598,"₹ 15 Lac
₹ 1,200/sq.ft.","1,249 sq.ft.
(116 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1599,"₹ 1 Cr
₹ 18,581/sq.ft.","538 sq.ft.
(50 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Mansarovar
1600,"₹ 16 Lac
₹ 835/sq.ft.","1,917 sq.ft.
(178 sq.m.) Plot Area",,Residential land / Plot in Rajawas
1601,"₹ 35 Lac
₹ 3,406/sq.ft.","1,027 sq.ft.
(95 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1602,"₹ 85 Lac
₹ 85,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area","15 BHK
7 Baths",15 Bedroom Independent House in Ganesh Vihar
1603,"₹ 49 Lac
₹ 3,141/sq.ft.","1,560 sq.ft.
(145 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
1604,"₹ 25 Lac
₹ 3,467/sq.ft.","750 sq.ft.
(70 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gurjar Ki Thadi
1605,"₹ 72 Lac
₹ 3,125/sq.ft.","2,400 sq.ft.
(223 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Gandhi Path
1606,"₹ 25.51 Lac
₹ 2,834/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
1607,"₹ 28.5 Lac
₹ 13,194/sq.ft.","216 sq.ft.
(20 sq.m.) Plot Area",,Residential land / Plot in Sikar Road
1608,"₹ 25 Lac
₹ 1,923/sq.ft.","1,300 sq.ft.
(121 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Hathoj
1609,"₹ 32 Lac
₹ 2,375/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
1610,"₹ 75 Lac
₹ 3,888/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Karni Vihar
1611,"₹ 80 Lac
₹ 4,173/sq.ft.","1,917 sq.ft.
(178 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Dholai
1612,"₹ 58 Lac
₹ 3,116/sq.ft.","1,540 sq.ft.
(143 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Hathoj
1613,"₹ 44 Lac
₹ 3,308/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Nirman Nagar
1614,"₹ 22 Lac
₹ 2,037/sq.ft.","1,080 sq.ft.
(100 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jaisinghpura
1615,"₹ 82 Lac
₹ 1,998/sq.ft.","4,104 sq.ft.
(381 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1616,"₹ 62 Lac
₹ 5,535/sq.ft.","1,120 sq.ft.
(104 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Murlipura
1617,"₹ 6 Lac
₹ 571/sq.ft.","1,049 sq.ft.
(97 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
1618,"₹ 24 Lac
₹ 2,667/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
1619,"₹ 31.5 Lac
₹ 2,083/sq.ft.","1,512 sq.ft.
(140 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Goner Road
1620,"₹ 78 Lac
₹ 1,208/sq.ft.","6,458 sq.ft.
(600 sq.m.) Plot Area",,Residential land / Plot in Sikar Road
1621,"₹ 29 Lac
₹ 2,583/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Tara Nagar
1622,"₹ 32 Lac
₹ 5,245/sq.ft.","610 sq.ft.
(57 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Residential Apartment in Tonk Road
1623,"₹ 17 Lac
₹ 3,030/sq.ft.","561 sq.ft.
(52 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Bhankrota
1624,"₹ 23.5 Lac
₹ 2,350/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Dadi Ka Phatak
1625,"₹ 18 Lac
₹ 3,396/sq.ft.","530 sq.ft.
(49 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Jagatpura
1626,"₹ 24.99 Lac
₹ 139/sq.ft.","18,000 sq.ft.
(1672 sq.m.) Plot Area",,Residential land / Plot in Jamwa Ramgarh
1627,"₹ 16 Lac
₹ 780/sq.ft.","2,052 sq.ft.
(191 sq.m.) Plot Area",,Residential land / Plot in Vatika Road
1628,"₹ 4.51 Lac
₹ 835/sq.ft.","540 sq.ft.
(50 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1629,Price on Request,"999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1630,Price on Request,"2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1631,"₹ 25 Lac
₹ 12,500/sq.ft.","200 sq.ft.
(19 sq.m.) Plot Area","5 BHK
1 Bath",5 Bedroom Independent House in Agra road
1632,"₹ 77 Lac
₹ 8,556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Mansarovar Extension
1633,"₹ 44 Lac
₹ 3,142/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Devi Nagar
1634,"₹ 2.59 Lac
₹ 399/sq.ft.","648 sq.ft.
(60 sq.m.) Plot Area",,Residential land / Plot in Vatika
1635,"₹ 80 Lac
₹ 6,896/sq.ft.","1,160 sq.ft.
(108 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Shyam Nagar
1636,"₹ 45 Lac
₹ 5,625/sq.ft.","800 sq.ft.
(74 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Durgapura
1637,"₹ 6 Lac
₹ 619/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Rojda
1638,"₹ 75 Lac
₹ 6,516/sq.ft.","1,151 sq.ft.
(107 sq.m.) Built-up Area","4 BHK
2 Baths",4 Bedroom Independent House in Tara Nagar
1639,"₹ 49 Lac
₹ 2,745/sq.ft.","1,785 sq.ft.
(166 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1640,"₹ 23 Lac
₹ 1,162/sq.ft.","1,980 sq.ft.
(184 sq.m.) Plot Area",,Residential land / Plot in Mahal road jagatpura
1641,"₹ 1.5 Cr
₹ 54,151/sq.ft.","277 sq.ft.
(26 sq.m.) Plot Area",,Residential land / Plot in Shivpuri Colony Jhotwara
1642,"₹ 55 Lac
₹ 3,928/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Model Town
1643,"₹ 50 Lac
₹ 2,500/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Goner Road
1644,"₹ 65 Lac
₹ 6,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area",2 Baths,Residential Apartment in Mansarovar
1645,"₹ 13 Lac
₹ 2,292/sq.ft.","567 sq.ft.
(53 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jaisinghpura
1646,"₹ 1.15 Cr
₹ 3,593/sq.ft.","3,200 sq.ft.
(297 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Malviya Nagar
1647,"₹ 90 Lac
₹ 7,519/sq.ft.","1,197 sq.ft.
(111 sq.m.) Plot Area","7 BHK
5 Baths",7 Bedroom Independent House in Jhotwara
1648,"₹ 60 Lac
₹ 6,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Mangyawas
1649,"₹ 13.3 Lac
₹ 1,873/sq.ft.","710 sq.ft.
(66 sq.m.) Super built-up Area","2 BHK
1 Bath",2 BHK Residential Apartment in Niwaru Road
1650,"₹ 1 Lac
₹ 74/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Dudu
1651,"₹ 65 Lac
₹ 2,855/sq.ft.","2,276 sq.ft.
(211 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Ajmer Road
1652,"₹ 10 Lac
₹ 1,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1653,"₹ 50 Lac
₹ 5,263/sq.ft.","950 sq.ft.
(88 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Bapu Nagar
1654,"₹ 60 Lac
₹ 6,060/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Govind Nagar
1655,"₹ 55 Lac
₹ 2,323/sq.ft.","2,368 sq.ft.
(220 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jaipur - Ajmeer Express Highway
1656,"₹ 30,000
₹ 20/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in sanganer
1657,"₹ 75 Lac
₹ 3,409/sq.ft.","1,126 sq.ft.
(105 sq.m.) Plot Area","5 BHK
4 Baths",5 Bedroom Independent House in gandhipath west
1658,"₹ 25.5 Lac
₹ 3,057/sq.ft.","834 sq.ft.
(77 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
1659,"₹ 15 Lac
₹ 842/sq.ft.","1,782 sq.ft.
(166 sq.m.) Plot Area",,Residential land / Plot in Sachivalay City
1660,"₹ 17.5 Lac
₹ 2,188/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1661,"₹ 22 Lac
₹ 2,444/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Kalwar Road Manchwa Royal City Jaipur
1662,"₹ 27 Lac
₹ 3,292/sq.ft.","820 sq.ft.
(76 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Lalarpura
1663,"₹ 20 Lac
₹ 1,671/sq.ft.","1,197 sq.ft.
(111 sq.m.) Plot Area",,Residential land / Plot in padam vihar
1664,"₹ 51 Lac
₹ 5,209/sq.ft.","979 sq.ft.
(91 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Shastri Nagar
1665,"₹ 34 Lac
₹ 2,411/sq.ft.","1,410 sq.ft.
(131 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1666,"₹ 1.21 Cr
₹ 10,833/sq.ft.","1,200 sq.ft.
(111 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Chandpole
1667,"₹ 80 Lac
₹ 4,857/sq.ft.","1,647 sq.ft.
(153 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in Dadi Ka Phatak
1668,"₹ 42 Lac
₹ 5,090/sq.ft.","825 sq.ft.
(77 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Sodala
1669,"₹ 3 Cr
₹ 7,407/sq.ft.","4,050 sq.ft.
(376 sq.m.) Plot Area","10 BHK
8 Baths","10 Bedroom Independent House in M D Road, Johari Bazar"
1670,"₹ 32 Lac
₹ 2,700/sq.ft.","1,185 sq.ft.
(110 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1671,"₹ 11.5 Lac
₹ 1,278/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1672,"₹ 35 Lac
₹ 58,333/sq.ft.","60 sq.ft.
(6 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Chandpole
1673,"₹ 26 Lac
₹ 3,234/sq.ft.","804 sq.ft.
(75 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Mansarovar
1674,"₹ 13 Lac
₹ 3,800/sq.ft.","318 sq.ft.
(30 sq.m.) Super built-up Area","1 RK
1 Bath",(1 RK) Studio Apartment in Ajmer Road
1675,"₹ 19 Lac
₹ 1,635/sq.ft.","1,162 sq.ft.
(108 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kalwar Road
1676,"₹ 8 Lac
₹ 889/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Nindar
1677,"₹ 41 Lac
₹ 8,333/sq.ft.","492 sq.ft.
(46 sq.m.) Super built-up Area","1 RK
1 Bath",(1 RK) Studio Apartment in Purani Chungi
1678,"₹ 7 Cr
₹ 13,456/sq.ft.","5,202 sq.ft.
(483 sq.m.) Plot Area",,Residential land / Plot in Suraj Nagar West
1679,"₹ 14.51 Lac
₹ 1,451/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Bhankrota
1680,"₹ 70 Lac
₹ 4,794/sq.ft.","1,460 sq.ft.
(136 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vidhyadhar Nagar
1681,"₹ 40 Lac
₹ 3,076/sq.ft.","1,300 sq.ft.
(121 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
1682,"₹ 7.88 Cr
₹ 5,000/sq.ft.","15,750 sq.ft.
(1463 sq.m.) Plot Area",,Residential land / Plot in Kanakpura
1683,"₹ 32.75 Lac
₹ 3,928/sq.ft.","840 sq.ft.
(78 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
1684,"₹ 3.25 Cr
₹ 7,225/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area","5 BHK
5 Baths","5 Bedroom Independent House in nurcery circle, vaishali nagar"
1685,"₹ 14.3 Lac
₹ 1,144/sq.ft.","1,249 sq.ft.
(116 sq.m.) Plot Area",,Residential land / Plot in Bhankrota
1686,"₹ 15 Lac
₹ 1,190/sq.ft.","1,260 sq.ft.
(117 sq.m.) Plot Area",,Residential land / Plot in Chomu
1687,"₹ 35 Lac
₹ 2,500/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
1688,"₹ 60 Lac
₹ 3,926/sq.ft.","1,528 sq.ft.
(142 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Sikar Road
1689,"₹ 22 Lac
₹ 2,588/sq.ft.","850 sq.ft.
(79 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Dadi Ka Phatak
1690,"₹ 41.4 Lac
₹ 3,333/sq.ft.","1,242 sq.ft.
(115 sq.m.) Plot Area",,Residential land / Plot in Sri Ram Vihar
1691,"₹ 19.49 Lac
₹ 3,712/sq.ft.","525 sq.ft.
(49 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Lalarpura
1692,"₹ 1.35 Cr
₹ 12,000/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Sikar Road
1693,"₹ 13.5 Lac
₹ 6,750/sq.ft.","200 sq.ft.
(19 sq.m.) Plot Area",,Residential land / Plot in Vatika
1694,"₹ 66 Lac
₹ 1,467/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1695,"₹ 4.5 Lac
₹ 6,194/sq.ft.","72 sq.ft.
(7 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in sector 29 pratap nagar
1696,"₹ 26 Lac
₹ 1,875/sq.ft.","1,386 sq.ft.
(129 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1697,"₹ 30 Lac
₹ 1,699/sq.ft.","1,765 sq.ft.
(164 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1698,"₹ 35.5 Lac
₹ 3,659/sq.ft.","970 sq.ft.
(90 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1699,"₹ 14.5 Lac
₹ 2,320/sq.ft.","625 sq.ft.
(58 sq.m.) Super built-up Area","1 RK
1 Bath",(1 RK) Studio Apartment in Bhankrota
1700,"₹ 46 Lac
₹ 2,556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Near Kesar Nagar chouraha muhana
1701,"₹ 16 Lac
₹ 2,280/sq.ft.","811 sq.ft.
(75 sq.m.) Carpet Area","2 BHK
2 Baths","2 BHK Residential Apartment in Deep Nagar, Benar road, Dadi Ka Phatak"
1702,"₹ 80 Lac
₹ 6,425/sq.ft.","1,245 sq.ft.
(116 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Janta Colony
1703,"₹ 1.21 Cr
₹ 12,112/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Malviya Nagar
1704,"₹ 40 Lac
₹ 3,172/sq.ft.","1,261 sq.ft.
(117 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Hanuman Nagar Extension
1705,"₹ 62 Lac
₹ 5,574/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area","3 BHK
1 Bath",3 Bedroom Independent House in Pratap Nagar Sector 7
1706,"₹ 15.5 Lac
₹ 2,797/sq.ft.","554 sq.ft.
(51 sq.m.) Carpet Area",1 RK,(1 RK) Studio Apartment in Vrindavan Colony
1707,"₹ 78 Lac
₹ 5,777/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Raja Park
1708,"₹ 35 Lac
₹ 2,592/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Patrakar Colony
1709,"₹ 1 Cr
₹ 16,666/sq.ft.","600 sq.ft.
(56 sq.m.) Plot Area","6 BHK
4 Baths",6 Bedroom Independent House in Kirti Nagar
1710,"₹ 1.3 Cr
₹ 8,580/sq.ft.","1,515 sq.ft.
(141 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Raja Park
1711,"₹ 30 Cr
₹ 459/sq.ft.","653,400 sq.ft.
(60703 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Farm house in Ashok Vihar Vistar
1712,"₹ 32.51 Lac
₹ 4,515/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Manglam City
1713,"₹ 34 Lac
₹ 2,615/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jhotwara
1714,"₹ 52 Lac
₹ 2,854/sq.ft.","1,822 sq.ft.
(169 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Patrakar Colony
1715,"₹ 3 Lac
₹ 556/sq.ft.","540 sq.ft.
(50 sq.m.) Plot Area",,Residential land / Plot in Sambhar
1716,"₹ 37 Lac
₹ 35,576/sq.ft.","104 sq.ft.
(10 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in JAIPUR
1717,"₹ 74.99 Lac
₹ 7,787/sq.ft.","963 sq.ft.
(89 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Patrakar Colony
1718,"₹ 20 Lac
₹ 3,086/sq.ft.","648 sq.ft.
(60 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Mahabal Nagar
1719,"₹ 60 Lac
₹ 5,128/sq.ft.","1,170 sq.ft.
(109 sq.m.) Plot Area",,Residential land / Plot in Saraswati Nagar
1720,"₹ 29.5 Lac
₹ 2,360/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Udyog Nagar
1721,"₹ 20.9 Lac
₹ 2,958/sq.ft.","605 sq.ft.
(56 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
1722,"₹ 6 Lac
₹ 1,518/sq.ft.","395 sq.ft.
(37 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Kalwar
1723,"₹ 34 Lac
₹ 2,819/sq.ft.","1,206 sq.ft.
(112 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1724,"₹ 30 Lac
₹ 2,727/sq.ft.","1,100 sq.ft.
(102 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Model Town
1725,"₹ 60 Lac
₹ 3,333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
1726,"₹ 80 Lac
₹ 5,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Near mahesh nagar
1727,"₹ 31 Lac
₹ 4,592/sq.ft.","675 sq.ft.
(63 sq.m.) Built-up Area","4 BHK
3 Baths",4 Bedroom Independent House in Amer
1728,"₹ 43 Lac
₹ 4,500/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
1729,"₹ 34 Lac
₹ 6,296/sq.ft.","540 sq.ft.
(50 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Mansarovar Extension
1730,"₹ 85 Lac
₹ 7,101/sq.ft.","1,197 sq.ft.
(111 sq.m.) Built-up Area","6 BHK
4 Baths",6 Bedroom Independent House in Jhotwara
1731,"₹ 75 Lac
₹ 3,904/sq.ft.","1,921 sq.ft.
(178 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Mahapura
1732,"₹ 55 Lac
₹ 3,334/sq.ft.","1,650 sq.ft.
(153 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Kalwar Road
1733,"₹ 10 Lac
₹ 911/sq.ft.","1,098 sq.ft.
(102 sq.m.) Plot Area",,Residential land / Plot in Sikar Road
1734,"₹ 48.99 Lac
₹ 2,556/sq.ft.","1,917 sq.ft.
(178 sq.m.) Plot Area",,"Residential land / Plot in Neaw Sanganer Road, Patrakar Nagar, Opposite V.T. Road, Mansoravar"
1735,"₹ 71.76 Lac
₹ 5,556/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area",,"Residential land / Plot in Vidhansabha Nagar, Near Sachivalaya Nagar,"
1736,"₹ 22 Lac
₹ 4,297/sq.ft.","605 sq.ft.
(56 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Pratap Nagar 5 Sector
1737,"₹ 25 Lac
₹ 2,025/sq.ft.","1,234 sq.ft.
(115 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road Susant City 1st
